AL731825.1_cds_CAD30114.1_51_1	27
CP015350.1_cds_ANS46001.1_494_1	30
CP015350.1_cds_ANS47012.1_1505_1	30
CP015350.1_cds_ANS47814.1_2307_1	30
CP015350.1_cds_ANS49887.1_4380_1	30
CP015350.1_cds_ANS50285.1_4778_1	30
CP015350.1_cds_ANS47187.1_1680_1	31
CP015350.1_cds_ANS48224.1_2717_1	31
CP015350.1_cds_ANS48529.1_3022_1	31
CP015350.1_cds_ANS48862.1_3355_1	31
CP015350.1_cds_ANS49533.1_4026_1	31
AL731825.1_cds_CAD30100.1_37_1	32
CP015350.1_cds_ANS46104.1_597_1	32
CP015350.1_cds_ANS47409.1_1902_1	32
CP015350.1_cds_ANS48720.1_3213_1	32
CP015350.1_cds_ANS49290.1_3783_1	32
CP015350.1_cds_ANS49540.1_4033_1	32
CP015350.1_cds_ANS49930.1_4423_1	32
CP015350.1_cds_ANS50894.1_5387_1	32
AL731825.1_cds_CAD30083.1_20_1	33
CP015350.1_cds_ANS48511.1_3004_1	33
CP015350.1_cds_ANS48682.1_3175_1	33
CP015350.1_cds_ANS49015.1_3508_1	33
CP015350.1_cds_ANS49045.1_3538_1	33
CP015350.1_cds_ANS49418.1_3911_1	33
CP015350.1_cds_ANS49943.1_4436_1	33
CP015350.1_cds_ANS50550.1_5043_1	33
pir||D86064	33
CP015350.1_cds_ANS45697.1_190_1	34
CP015350.1_cds_ANS45698.1_191_1	34
CP015350.1_cds_ANS45702.1_195_1	34
CP015350.1_cds_ANS45705.1_198_1	34
CP015350.1_cds_ANS46539.1_1032_1	34
CP015350.1_cds_ANS48572.1_3065_1	34
CP015350.1_cds_ANS48843.1_3336_1	34
CP015350.1_cds_ANS49256.1_3749_1	34
CP015350.1_cds_ANS49742.1_4235_1	34
AL731825.1_cds_CAD30084.1_21_1	35
CP015350.1_cds_ANS46353.1_846_1	35
CP015350.1_cds_ANS47170.1_1663_1	35
CP015350.1_cds_ANS48296.1_2789_1	35
CP015350.1_cds_ANS48444.1_2937_1	35
CP015350.1_cds_ANS49068.1_3561_1	35
CP015350.1_cds_ANS50400.1_4893_1	35
CP015350.1_cds_ANS50909.1_5402_1	35
CP015350.1_cds_ANS51355.1_5848_1	35
AL731825.1_cds_CAD30097.1_34_1	36
CP015350.1_cds_ANS45725.1_218_1	36
CP015350.1_cds_ANS45726.1_219_1	36
CP015350.1_cds_ANS45727.1_220_1	36
CP015350.1_cds_ANS45728.1_221_1	36
CP015350.1_cds_ANS46464.1_957_1	36
CP015350.1_cds_ANS48210.1_2703_1	36
CP015350.1_cds_ANS48996.1_3489_1	36
CP015350.1_cds_ANS50956.1_5449_1	36
AL731825.1_cds_CAD30139.1_76_1	37
CP015350.1_cds_ANS45729.1_222_1	37
CP015350.1_cds_ANS46117.1_610_1	37
CP015350.1_cds_ANS46717.1_1210_1	37
CP015350.1_cds_ANS48065.1_2558_1	37
CP015350.1_cds_ANS49336.1_3829_1	37
CP015350.1_cds_ANS51148.1_5641_1	37
CP015350.1_cds_ANS45635.1_128_1	38
CP015350.1_cds_ANS45710.1_203_1	38
CP015350.1_cds_ANS47704.1_2197_1	38
CP015350.1_cds_ANS48716.1_3209_1	38
CP015350.1_cds_ANS50153.1_4646_1	38
CP015350.1_cds_ANS46262.1_755_1	39
CP015350.1_cds_ANS46957.1_1450_1	39
CP015350.1_cds_ANS48498.1_2991_1	39
CP015350.1_cds_ANS49076.1_3569_1	39
CP015350.1_cds_ANS49226.1_3719_1	39
CP015350.1_cds_ANS49583.1_4076_1	39
AL731825.1_cds_CAD30075.1_12_1	40
CP015350.1_cds_ANS45992.1_485_1	40
CP015350.1_cds_ANS46068.1_561_1	40
CP015350.1_cds_ANS46685.1_1178_1	40
CP015350.1_cds_ANS46947.1_1440_1	40
CP015350.1_cds_ANS47242.1_1735_1	40
CP015350.1_cds_ANS48036.1_2529_1	40
CP015350.1_cds_ANS46194.1_687_1	41
CP015350.1_cds_ANS48012.1_2505_1	41
CP015350.1_cds_ANS48752.1_3245_1	41
CP015350.1_cds_ANS49215.1_3708_1	41
CP015350.1_cds_ANS49466.1_3959_1	41
CP015350.1_cds_ANS50278.1_4771_1	41
CP015350.1_cds_ANS51591.1_6084_1	41
CP015350.1_cds_ANS46536.1_1029_1	42
CP015350.1_cds_ANS46684.1_1177_1	42
CP015350.1_cds_ANS47528.1_2021_1	42
CP015350.1_cds_ANS49230.1_3723_1	42
CP015350.1_cds_ANS49233.1_3726_1	42
CP015350.1_cds_ANS49260.1_3753_1	42
AL731825.1_cds_40_1	43
CP015350.1_cds_ANS45715.1_208_1	43
CP015350.1_cds_ANS46466.1_959_1	43
CP015350.1_cds_ANS46667.1_1160_1	43
CP015350.1_cds_ANS47446.1_1939_1	43
CP015350.1_cds_ANS48028.1_2521_1	43
CP015350.1_cds_ANS49399.1_3892_1	43
CP015350.1_cds_ANS49828.1_4321_1	43
CP015350.1_cds_ANS49829.1_4322_1	43
CP015350.1_cds_ANS49830.1_4323_1	43
CP015350.1_cds_ANS50317.1_4810_1	43
CP015350.1_cds_ANS50576.1_5069_1	43
CP015350.1_cds_ANS51019.1_5512_1	43
CP015350.1_cds_ANS46207.1_700_1	44
CP015350.1_cds_ANS46790.1_1283_1	44
